,id,rooms
1929,3390,"(11, 4)"
1930,3390,"(12, 1)"
1931,3390,"(13, 3)"
1932,3390,"(14, 1)"
1933,3390,"(15, 1)"
1934,3390,"(75, 1)"
1935,3400,"(1, 22)"
1936,3400,"(2, 203)"
1937,3400,"(3, 706)"
1938,3400,"(4, 1856)"
1939,3400,"(5, 1433)"
1940,3400,"(6, 1057)"
1941,3400,"(7, 415)"
1942,3400,"(8, 146)"
1943,3400,"(9, 42)"
1944,3400,"(10, 18)"
1945,3400,"(11, 8)"
1946,3400,"(12, 3)"
1947,3400,"(13, 2)"
1948,3400,"(16, 1)"
1949,3400,"(20, 1)"
1950,3400,"(25, 2)"
1951,3400,"(32, 1)"
1952,3400,"(70, 1)"
1953,3450,"(1, 3)"
1954,3450,"(2, 51)"
1955,3450,"(3, 358)"
1956,3450,"(4, 1264)"
1957,3450,"(5, 1138)"
1958,3450,"(6, 532)"
1959,3450,"(7, 186)"
1960,3450,"(8, 50)"
1961,3450,"(9, 20)"
1962,3450,"(10, 7)"
1963,3450,"(11, 1)"
1964,3450,"(12, 1)"
1965,3460,"(1, 16)"
1966,3460,"(2, 87)"
1967,3460,"(3, 400)"
1968,3460,"(4, 902)"
1969,3460,"(5, 982)"
1970,3460,"(6, 635)"
1971,3460,"(7, 259)"
1972,3460,"(8, 105)"
1973,3460,"(9, 40)"
1974,3460,"(10, 11)"
1975,3460,"(11, 8)"
1976,3460,"(12, 3)"
1977,3460,"(13, 1)"
1978,3460,"(20, 1)"
1979,3480,"(1, 5)"
1980,3480,"(2, 53)"
1981,3480,"(3, 250)"
1982,3480,"(4, 783)"
1983,3480,"(5, 690)"
1984,3480,"(6, 356)"
1985,3480,"(7, 159)"
1986,3480,"(8, 75)"
1987,3480,"(9, 30)"
1988,3480,"(10, 11)"
1989,3480,"(11, 3)"
1990,3480,"(12, 3)"
1991,3480,"(19, 1)"
1992,3480,"(21, 1)"
1993,3480,"(42, 1)"
1994,3490,"(2, 18)"
1995,3490,"(3, 28)"
1996,3490,"(4, 151)"
1997,3490,"(5, 72)"
1998,3490,"(6, 36)"
1999,3490,"(7, 18)"
2000,3490,"(8, 3)"
2001,3490,"(9, 6)"
2002,3490,"(10, 3)"
2003,3490,"(14, 3)"
2004,3490,"(40, 1)"
2005,3500,"(1, 9)"
2006,3500,"(2, 64)"
2007,3500,"(3, 335)"
2008,3500,"(4, 1243)"
2009,3500,"(5, 1045)"
2010,3500,"(6, 570)"
2011,3500,"(7, 220)"
2012,3500,"(8, 71)"
2013,3500,"(9, 24)"
2014,3500,"(10, 10)"
2015,3500,"(11, 2)"
2016,3520,"(1, 4)"
2017,3520,"(2, 55)"
2018,3520,"(3, 253)"
2019,3520,"(4, 845)"
2020,3520,"(5, 891)"
2021,3520,"(6, 440)"
2022,3520,"(7, 238)"
2023,3520,"(8, 57)"
2024,3520,"(9, 20)"
2025,3520,"(10, 5)"
2026,3520,"(11, 1)"
2027,3520,"(13, 1)"
2028,3520,"(24, 1)"
2029,3540,"(1, 3)"
2030,3540,"(2, 6)"
2031,3540,"(3, 68)"
2032,3540,"(4, 296)"
2033,3540,"(5, 318)"
2034,3540,"(6, 160)"
2035,3540,"(7, 47)"
2036,3540,"(8, 22)"
2037,3540,"(9, 12)"
2038,3540,"(10, 5)"
2039,3540,"(12, 1)"
2040,3540,"(17, 1)"
2041,3540,"(19, 1)"
2042,3550,"(1, 7)"
2043,3550,"(2, 88)"
2044,3550,"(3, 357)"
2045,3550,"(4, 697)"
2046,3550,"(5, 579)"
2047,3550,"(6, 289)"
2048,3550,"(7, 101)"
2049,3550,"(8, 34)"
2050,3550,"(9, 18)"
2051,3550,"(10, 7)"
2052,3550,"(11, 3)"
2053,3550,"(12, 1)"
2054,3550,"(20, 1)"
2055,3550,"(24, 1)"
2056,3550,"(25, 1)"
2057,3550,"(76, 1)"
2058,3600,"(1, 6)"
2059,3600,"(2, 135)"
2060,3600,"(3, 634)"
2061,3600,"(4, 1262)"
2062,3600,"(5, 922)"
2063,3600,"(6, 498)"
2064,3600,"(7, 173)"
2065,3600,"(8, 69)"
2066,3600,"(9, 19)"
2067,3600,"(10, 8)"
2068,3600,"(11, 4)"
2069,3600,"(12, 3)"
2070,3630,"(1, 57)"
2071,3630,"(2, 593)"
2072,3630,"(3, 1661)"
2073,3630,"(4, 1395)"
2074,3630,"(5, 624)"
2075,3630,"(6, 240)"
2076,3630,"(7, 77)"
2077,3630,"(8, 26)"
2078,3630,"(9, 10)"
2079,3630,"(10, 4)"
2080,3630,"(11, 2)"
2081,3630,"(12, 2)"
2082,3630,"(13, 1)"
2083,3630,"(15, 1)"
2084,3650,"(1, 30)"
2085,3650,"(2, 37)"
2086,3650,"(3, 332)"
2087,3650,"(4, 1338)"
2088,3650,"(5, 1414)"
2089,3650,"(6, 279)"
2090,3650,"(7, 71)"
2091,3650,"(8, 28)"
2092,3650,"(9, 6)"
2093,3650,"(10, 5)"
2094,3650,"(11, 2)"
2095,3650,"(12, 1)"
2096,3660,"(1, 21)"
2097,3660,"(2, 65)"
2098,3660,"(3, 383)"
2099,3660,"(4, 769)"
2100,3660,"(5, 691)"
2101,3660,"(6, 274)"
2102,3660,"(7, 101)"
2103,3660,"(8, 55)"
2104,3660,"(9, 15)"
2105,3660,"(10, 11)"
2106,3660,"(12, 4)"
2107,3660,"(13, 1)"
2108,3670,"(1, 4)"
2109,3670,"(2, 37)"
2110,3670,"(3, 93)"
2111,3670,"(4, 199)"
2112,3670,"(5, 110)"
2113,3670,"(6, 81)"
2114,3670,"(7, 18)"
2115,3670,"(8, 13)"
2116,3670,"(9, 4)"
2117,3670,"(10, 1)"
2118,3670,"(11, 1)"
2119,3670,"(12, 1)"
2120,3670,"(13, 1)"
2121,3700,"(1, 36)"
2122,3700,"(2, 349)"
2123,3700,"(3, 1040)"
2124,3700,"(4, 1349)"
2125,3700,"(5, 808)"
2126,3700,"(6, 379)"
2127,3700,"(7, 185)"
2128,3700,"(8, 75)"
2129,3700,"(9, 41)"
2130,3700,"(10, 27)"
2131,3700,"(11, 11)"
2132,3700,"(12, 6)"
2133,3700,"(13, 3)"
2134,3700,"(14, 2)"
2135,3700,"(15, 1)"
2136,3700,"(17, 1)"
2137,3700,"(21, 1)"
2138,3700,"(31, 1)"
2139,3720,"(1, 4)"
2140,3720,"(2, 57)"
2141,3720,"(3, 288)"
2142,3720,"(4, 650)"
2143,3720,"(5, 363)"
2144,3720,"(6, 186)"
2145,3720,"(7, 95)"
2146,3720,"(8, 57)"
2147,3720,"(9, 30)"
2148,3720,"(10, 20)"
2149,3720,"(11, 13)"
2150,3720,"(12, 6)"
2151,3720,"(13, 3)"
2152,3720,"(14, 5)"
2153,3720,"(16, 1)"
2154,3730,"(1, 7)"
2155,3730,"(2, 158)"
2156,3730,"(3, 460)"
2157,3730,"(4, 757)"
2158,3730,"(5, 428)"
2159,3730,"(6, 185)"
2160,3730,"(7, 102)"
2161,3730,"(8, 42)"
2162,3730,"(9, 22)"
2163,3730,"(10, 10)"
2164,3730,"(11, 7)"
2165,3730,"(12, 2)"
2166,3730,"(13, 4)"
2167,3730,"(14, 1)"
2168,3730,"(15, 2)"
2169,3740,"(1, 5)"
2170,3740,"(2, 46)"
2171,3740,"(3, 161)"
2172,3740,"(4, 202)"
2173,3740,"(5, 154)"
2174,3740,"(6, 97)"
2175,3740,"(7, 43)"
2176,3740,"(8, 26)"
2177,3740,"(9, 16)"
2178,3740,"(10, 9)"
2179,3740,"(11, 5)"
2180,3740,"(12, 4)"
2181,3740,"(13, 2)"
2182,3740,"(14, 2)"
2183,3740,"(15, 1)"
2184,3740,"(17, 2)"
2185,3740,"(23, 1)"
2186,3751,"(1, 1)"
2187,3751,"(2, 17)"
2188,3751,"(3, 80)"
2189,3751,"(4, 140)"
2190,3751,"(5, 99)"
2191,3751,"(6, 67)"
2192,3751,"(7, 33)"
2193,3751,"(8, 30)"
2194,3751,"(9, 4)"
2195,3751,"(10, 9)"
2196,3751,"(11, 4)"
2197,3751,"(12, 2)"
2198,3760,"(1, 4)"
2199,3760,"(2, 35)"
2200,3760,"(3, 197)"
2201,3760,"(4, 167)"
2202,3760,"(5, 151)"
2203,3760,"(6, 96)"
2204,3760,"(7, 42)"
2205,3760,"(8, 22)"
2206,3760,"(9, 16)"
2207,3760,"(10, 10)"
2208,3760,"(11, 5)"
2209,3760,"(12, 4)"
2210,3760,"(13, 1)"
2211,3760,"(14, 1)"
2212,3760,"(16, 2)"
2213,3770,"(1, 23)"
2214,3770,"(2, 64)"
2215,3770,"(3, 362)"
2216,3770,"(4, 330)"
2217,3770,"(5, 195)"
2218,3770,"(6, 103)"
2219,3770,"(7, 62)"
2220,3770,"(8, 26)"
2221,3770,"(9, 13)"
2222,3770,"(10, 11)"
2223,3770,"(11, 3)"
2224,3770,"(12, 1)"
2225,3770,"(14, 4)"
2226,3770,"(21, 1)"
2227,3770,"(22, 1)"
2228,3782,"(2, 11)"
2229,3782,"(3, 50)"
2230,3782,"(4, 103)"
2231,3782,"(5, 74)"
2232,3782,"(6, 55)"
2233,3782,"(7, 20)"
2234,3782,"(8, 9)"
2235,3782,"(9, 9)"
2236,3782,"(10, 7)"
2237,3782,"(12, 2)"
2238,3782,"(13, 1)"
2239,3782,"(15, 2)"
2240,3790,"(1, 43)"
2241,3790,"(2, 33)"
2242,3790,"(3, 219)"
2243,3790,"(4, 252)"
2244,3790,"(5, 184)"
2245,3790,"(6, 101)"
2246,3790,"(7, 43)"
2247,3790,"(8, 22)"
2248,3790,"(9, 12)"
2249,3790,"(10, 1)"
2250,3790,"(11, 5)"
2251,3790,"(14, 1)"
2252,4000,"(1, 87)"
2253,4000,"(2, 388)"
2254,4000,"(3, 1441)"
2255,4000,"(4, 3162)"
2256,4000,"(5, 2719)"
2257,4000,"(6, 1408)"
2258,4000,"(7, 504)"
2259,4000,"(8, 182)"
2260,4000,"(9, 81)"
2261,4000,"(10, 30)"
2262,4000,"(11, 14)"
2263,4000,"(12, 7)"
2264,4000,"(13, 1)"
2265,4000,"(14, 1)"
2266,4000,"(16, 1)"
2267,4000,"(32, 1)"
2268,4030,"(1, 2)"
2269,4030,"(2, 6)"
2270,4030,"(3, 147)"
2271,4030,"(4, 412)"
2272,4030,"(5, 366)"
2273,4030,"(6, 135)"
2274,4030,"(7, 46)"
2275,4030,"(8, 12)"
2276,4030,"(9, 2)"
2277,4030,"(10, 3)"
2278,4040,"(1, 8)"
2279,4040,"(2, 73)"
2280,4040,"(3, 339)"
2281,4040,"(4, 799)"
2282,4040,"(5, 656)"
2283,4040,"(6, 328)"
2284,4040,"(7, 130)"
2285,4040,"(8, 43)"
2286,4040,"(9, 14)"
2287,4040,"(10, 5)"
2288,4040,"(11, 1)"
2289,4050,"(1, 18)"
2290,4050,"(2, 147)"
2291,4050,"(3, 662)"
2292,4050,"(4, 859)"
2293,4050,"(5, 360)"
2294,4050,"(6, 182)"
2295,4050,"(7, 81)"
2296,4050,"(8, 42)"
2297,4050,"(9, 22)"
2298,4050,"(10, 7)"
2299,4050,"(11, 6)"
2300,4050,"(12, 1)"
2301,4050,"(13, 2)"
2302,4050,"(15, 1)"
2303,4050,"(17, 1)"
2304,4060,"(1, 4)"
2305,4060,"(2, 32)"
2306,4060,"(3, 146)"
2307,4060,"(4, 364)"
2308,4060,"(5, 246)"
2309,4060,"(6, 100)"
2310,4060,"(7, 46)"
2311,4060,"(8, 24)"
2312,4060,"(9, 10)"
2313,4060,"(10, 6)"
2314,4060,"(11, 3)"
2315,4060,"(12, 2)"
2316,4060,"(14, 1)"
2317,4070,"(1, 28)"
2318,4070,"(2, 186)"
2319,4070,"(3, 797)"
2320,4070,"(4, 827)"
2321,4070,"(5, 514)"
2322,4070,"(6, 224)"
2323,4070,"(7, 83)"
2324,4070,"(8, 45)"
2325,4070,"(9, 21)"
2326,4070,"(10, 7)"
2327,4070,"(11, 4)"
2328,4070,"(13, 2)"
2329,4100,"(1, 14)"
2330,4100,"(2, 259)"
2331,4100,"(3, 902)"
2332,4100,"(4, 1774)"
2333,4100,"(5, 1496)"
2334,4100,"(6, 772)"
2335,4100,"(7, 352)"
2336,4100,"(8, 134)"
2337,4100,"(9, 63)"
2338,4100,"(10, 30)"
2339,4100,"(11, 9)"
2340,4100,"(12, 3)"
2341,4100,"(13, 3)"
2342,4100,"(15, 2)"
2343,4130,"(1, 1)"
2344,4130,"(2, 19)"
2345,4130,"(3, 116)"
2346,4130,"(4, 387)"
2347,4130,"(5, 358)"
2348,4130,"(6, 159)"
2349,4130,"(7, 49)"
2350,4130,"(8, 19)"
2351,4130,"(9, 10)"
2352,4130,"(10, 2)"
2353,4140,"(1, 6)"
2354,4140,"(2, 40)"
2355,4140,"(3, 200)"
2356,4140,"(4, 376)"
2357,4140,"(5, 296)"
2358,4140,"(6, 185)"
2359,4140,"(7, 72)"
2360,4140,"(8, 27)"
2361,4140,"(9, 13)"
2362,4140,"(10, 6)"
2363,4140,"(11, 3)"
2364,4140,"(12, 3)"
2365,4160,"(1, 1)"
2366,4160,"(2, 23)"
2367,4160,"(3, 137)"
2368,4160,"(4, 363)"
2369,4160,"(5, 284)"
2370,4160,"(6, 147)"
2371,4160,"(7, 61)"
2372,4160,"(8, 25)"
2373,4160,"(9, 15)"
2374,4160,"(10, 10)"
2375,4160,"(11, 2)"
2376,4171,"(1, 2)"
2377,4171,"(2, 24)"
2378,4171,"(3, 113)"
2379,4171,"(4, 248)"
2380,4171,"(5, 243)"
2381,4171,"(6, 99)"
2382,4171,"(7, 50)"
2383,4171,"(8, 13)"
2384,4171,"(9, 15)"
2385,4171,"(10, 2)"
2386,4171,"(11, 2)"
2387,4171,"(12, 2)"
2388,4173,"(1, 1)"
2389,4173,"(2, 18)"
2390,4173,"(3, 84)"
2391,4173,"(4, 173)"
2392,4173,"(5, 108)"
2393,4173,"(6, 53)"
2394,4173,"(7, 35)"
2395,4173,"(8, 19)"
2396,4173,"(9, 14)"
2397,4173,"(10, 1)"
2398,4173,"(11, 2)"
2399,4173,"(12, 3)"
2400,4173,"(15, 1)"
2401,4174,"(1, 1)"
2402,4174,"(2, 12)"
2403,4174,"(3, 40)"
2404,4174,"(4, 74)"
2405,4174,"(5, 66)"
2406,4174,"(6, 42)"
2407,4174,"(7, 25)"
2408,4174,"(8, 21)"
2409,4174,"(9, 6)"
2410,4174,"(10, 1)"
2411,4174,"(11, 4)"
2412,4180,"(1, 14)"
2413,4180,"(2, 136)"
2414,4180,"(3, 363)"
2415,4180,"(4, 856)"
2416,4180,"(5, 732)"
2417,4180,"(6, 381)"
2418,4180,"(7, 176)"
2419,4180,"(8, 93)"
2420,4180,"(9, 48)"
2421,4180,"(10, 20)"
2422,4180,"(11, 7)"
2423,4180,"(12, 2)"
2424,4180,"(13, 2)"
2425,4180,"(15, 1)"
2426,4180,"(16, 2)"
2427,4190,"(1, 1)"
2428,4190,"(2, 13)"
2429,4190,"(3, 53)"
2430,4190,"(4, 76)"
2431,4190,"(5, 51)"
2432,4190,"(6, 45)"
2433,4190,"(7, 13)"
2434,4190,"(8, 7)"
2435,4190,"(9, 6)"
2436,4200,"(1, 40)"
2437,4200,"(2, 447)"
2438,4200,"(3, 1930)"
2439,4200,"(4, 3055)"
2440,4200,"(5, 1885)"
2441,4200,"(6, 923)"
2442,4200,"(7, 358)"
2443,4200,"(8, 181)"
2444,4200,"(9, 70)"
2445,4200,"(10, 43)"
2446,4200,"(11, 14)"
2447,4200,"(12, 10)"
2448,4200,"(13, 1)"
2449,4200,"(14, 3)"
2450,4200,"(15, 2)"
2451,4200,"(16, 1)"
2452,4200,"(28, 1)"
2453,4220,"(1, 16)"
2454,4220,"(2, 192)"
2455,4220,"(3, 618)"
2456,4220,"(4, 1150)"
2457,4220,"(5, 716)"
2458,4220,"(6, 356)"
2459,4220,"(7, 136)"
2460,4220,"(8, 52)"
2461,4220,"(9, 18)"
2462,4220,"(10, 12)"
2463,4220,"(11, 5)"
2464,4230,"(1, 11)"
2465,4230,"(2, 57)"
2466,4230,"(3, 301)"
2467,4230,"(4, 604)"
2468,4230,"(5, 451)"
2469,4230,"(6, 235)"
2470,4230,"(7, 126)"
2471,4230,"(8, 48)"
2472,4230,"(9, 28)"
2473,4230,"(10, 10)"
2474,4230,"(11, 3)"
2475,4230,"(12, 2)"
2476,4230,"(13, 1)"
2477,4230,"(14, 1)"
2478,4230,"(15, 1)"
2479,4230,"(19, 1)"
2480,4230,"(50, 1)"
2481,4230,"(65, 1)"
2482,4241,"(1, 1)"
2483,4241,"(2, 54)"
2484,4241,"(3, 133)"
2485,4241,"(4, 248)"
2486,4241,"(5, 232)"
2487,4241,"(6, 109)"
2488,4241,"(7, 47)"
2489,4241,"(8, 17)"
2490,4241,"(9, 10)"
2491,4241,"(10, 3)"
2492,4241,"(12, 1)"
2493,4241,"(13, 1)"
2494,4241,"(16, 1)"
2495,4242,"(2, 5)"
2496,4242,"(3, 46)"
2497,4242,"(4, 81)"
2498,4242,"(5, 88)"
2499,4242,"(6, 37)"
2500,4242,"(7, 28)"
2501,4242,"(8, 10)"
2502,4242,"(10, 5)"
2503,4243,"(1, 3)"
2504,4243,"(2, 29)"
2505,4243,"(3, 177)"
2506,4243,"(4, 183)"
2507,4243,"(5, 93)"
2508,4243,"(6, 44)"
2509,4243,"(7, 19)"
2510,4243,"(8, 6)"
2511,4243,"(9, 3)"
2512,4243,"(10, 2)"
2513,4243,"(16, 1)"
2514,4243,"(18, 1)"
2515,4250,"(1, 1)"
2516,4250,"(2, 31)"
2517,4250,"(3, 141)"
2518,4250,"(4, 294)"
2519,4250,"(5, 208)"
2520,4250,"(6, 108)"
2521,4250,"(7, 56)"
2522,4250,"(8, 26)"
2523,4250,"(9, 14)"
2524,4250,"(10, 7)"
2525,4250,"(11, 4)"
2526,4250,"(12, 3)"
2527,4250,"(14, 1)"
2528,4250,"(16, 1)"
2529,4250,"(17, 1)"
2530,4250,"(20, 1)"
2531,4261,"(1, 1)"
2532,4261,"(2, 16)"
2533,4261,"(3, 76)"
2534,4261,"(4, 152)"
2535,4261,"(5, 137)"
2536,4261,"(6, 64)"
2537,4261,"(7, 47)"
2538,4261,"(8, 27)"
2539,4261,"(9, 7)"
2540,4261,"(10, 3)"
2541,4261,"(11, 3)"
2542,4261,"(12, 3)"
2543,4261,"(13, 3)"
2544,4261,"(24, 1)"
2545,4262,"(1, 1)"
2546,4262,"(2, 22)"
2547,4262,"(3, 100)"
2548,4262,"(4, 150)"
2549,4262,"(5, 128)"
2550,4262,"(6, 72)"
2551,4262,"(7, 33)"
2552,4262,"(8, 20)"
2553,4262,"(9, 11)"
2554,4262,"(10, 7)"
2555,4262,"(11, 3)"
2556,4262,"(12, 2)"
2557,4262,"(13, 2)"
2558,4262,"(17, 1)"
2559,4270,"(1, 1)"
2560,4270,"(2, 53)"
2561,4270,"(3, 198)"
2562,4270,"(4, 368)"
2563,4270,"(5, 316)"
2564,4270,"(6, 157)"
2565,4270,"(7, 81)"
2566,4270,"(8, 24)"
2567,4270,"(9, 13)"
2568,4270,"(10, 3)"
2569,4270,"(11, 3)"
2570,4270,"(12, 2)"
2571,4270,"(13, 1)"
2572,4270,"(14, 1)"
2573,4281,"(1, 15)"
2574,4281,"(2, 181)"
2575,4281,"(3, 567)"
2576,4281,"(4, 619)"
2577,4281,"(5, 293)"
2578,4281,"(6, 125)"
2579,4281,"(7, 73)"
2580,4281,"(8, 23)"
2581,4281,"(9, 12)"
2582,4281,"(10, 4)"
2583,4281,"(12, 2)"
2584,4281,"(13, 1)"
2585,4291,"(1, 2)"
2586,4291,"(2, 17)"
2587,4291,"(3, 113)"
2588,4291,"(4, 212)"
2589,4291,"(5, 125)"
2590,4291,"(6, 102)"
2591,4291,"(7, 32)"
2592,4291,"(8, 17)"
2593,4291,"(9, 6)"
2594,4291,"(10, 7)"
2595,4291,"(11, 3)"
2596,4291,"(13, 1)"
2597,4291,"(14, 1)"
2598,4291,"(15, 1)"
2599,4291,"(16, 1)"
2600,4293,"(1, 3)"
2601,4293,"(2, 42)"
2602,4293,"(3, 163)"
2603,4293,"(4, 422)"
2604,4293,"(5, 310)"
2605,4293,"(6, 164)"
2606,4293,"(7, 78)"
2607,4293,"(8, 16)"
2608,4293,"(9, 15)"
2609,4293,"(10, 8)"
2610,4293,"(11, 2)"
2611,4293,"(12, 3)"
2612,4293,"(15, 1)"
2613,4295,"(1, 3)"
2614,4295,"(2, 28)"
2615,4295,"(3, 193)"
2616,4295,"(4, 296)"
2617,4295,"(5, 184)"
2618,4295,"(6, 97)"
2619,4295,"(7, 58)"
2620,4295,"(8, 24)"
2621,4295,"(9, 7)"
2622,4295,"(10, 5)"
2623,4295,"(11, 3)"
2624,4295,"(13, 4)"
2625,4296,"(2, 1)"
2626,4296,"(3, 32)"
2627,4296,"(4, 46)"
2628,4296,"(5, 46)"
2629,4296,"(6, 32)"
2630,4296,"(7, 10)"
2631,4296,"(8, 3)"
2632,4296,"(9, 4)"
2633,4296,"(10, 1)"
2634,4296,"(12, 1)"
2635,4300,"(1, 33)"
2636,4300,"(2, 298)"
2637,4300,"(3, 1074)"
2638,4300,"(4, 1733)"
2639,4300,"(5, 1372)"
2640,4300,"(6, 759)"
2641,4300,"(7, 345)"
2642,4300,"(8, 105)"
2643,4300,"(9, 43)"
2644,4300,"(10, 18)"
2645,4300,"(11, 6)"
2646,4300,"(12, 3)"
2647,4300,"(13, 1)"
2648,4300,"(14, 1)"
2649,4300,"(15, 1)"
2650,4300,"(17, 1)"
2651,4300,"(19, 1)"
2652,4320,"(2, 27)"
2653,4320,"(3, 126)"
2654,4320,"(4, 450)"
2655,4320,"(5, 310)"
2656,4320,"(6, 207)"
2657,4320,"(7, 76)"
2658,4320,"(8, 23)"
2659,4320,"(9, 15)"
2660,4320,"(10, 6)"
2661,4320,"(11, 5)"
2662,4320,"(12, 1)"
2663,4320,"(13, 1)"
2664,4330,"(1, 2)"
2665,4330,"(2, 29)"
2666,4330,"(3, 189)"
2667,4330,"(4, 308)"
2668,4330,"(5, 335)"
2669,4330,"(6, 181)"
2670,4330,"(7, 65)"
2671,4330,"(8, 28)"
2672,4330,"(9, 17)"
2673,4330,"(10, 8)"
2674,4330,"(11, 3)"
2675,4330,"(12, 3)"
2676,4330,"(13, 2)"
2677,4340,"(1, 4)"
2678,4340,"(2, 51)"
2679,4340,"(3, 216)"
2680,4340,"(4, 337)"
2681,4340,"(5, 308)"
2682,4340,"(6, 218)"
2683,4340,"(7, 89)"
2684,4340,"(8, 45)"
2685,4340,"(9, 22)"
2686,4340,"(10, 6)"
2687,4340,"(11, 3)"
2688,4340,"(12, 1)"
2689,4340,"(13, 1)"
2690,4340,"(14, 1)"
2691,4340,"(15, 2)"
2692,4340,"(22, 1)"
2693,4350,"(2, 10)"
2694,4350,"(3, 61)"
2695,4350,"(4, 118)"
2696,4350,"(5, 91)"
2697,4350,"(6, 52)"
2698,4350,"(7, 28)"
2699,4350,"(8, 13)"
2700,4350,"(9, 10)"
2701,4350,"(10, 1)"
2702,4350,"(11, 2)"
2703,4350,"(31, 1)"
2704,4360,"(2, 8)"
2705,4360,"(3, 41)"
2706,4360,"(4, 86)"
2707,4360,"(5, 61)"
2708,4360,"(6, 47)"
2709,4360,"(7, 25)"
2710,4360,"(8, 11)"
2711,4360,"(9, 7)"
2712,4360,"(10, 2)"
2713,4360,"(11, 1)"
2714,4360,"(12, 1)"
2715,4360,"(13, 1)"
2716,4360,"(23, 1)"
2717,4370,"(2, 13)"
2718,4370,"(3, 67)"
2719,4370,"(4, 133)"
2720,4370,"(5, 119)"
2721,4370,"(6, 69)"
2722,4370,"(7, 24)"
2723,4370,"(8, 16)"
2724,4370,"(9, 5)"
2725,4370,"(10, 5)"
2726,4370,"(11, 4)"
2727,4390,"(1, 3)"
2728,4390,"(2, 14)"
2729,4390,"(3, 65)"
2730,4390,"(4, 246)"
2731,4390,"(5, 215)"
2732,4390,"(6, 110)"
2733,4390,"(7, 35)"
2734,4390,"(8, 22)"
2735,4390,"(9, 8)"
2736,4390,"(10, 5)"
2737,4390,"(11, 3)"
2738,4390,"(12, 1)"
2739,4390,"(13, 1)"
2740,4400,"(1, 35)"
2741,4400,"(2, 262)"
2742,4400,"(3, 1244)"
2743,4400,"(4, 1810)"
2744,4400,"(5, 1131)"
2745,4400,"(6, 515)"
2746,4400,"(7, 200)"
2747,4400,"(8, 96)"
2748,4400,"(9, 36)"
2749,4400,"(10, 10)"
2750,4400,"(11, 11)"
2751,4400,"(12, 2)"
2752,4400,"(13, 2)"
2753,4400,"(14, 2)"
2754,4400,"(16, 1)"
2755,4400,"(17, 1)"
2756,4400,"(19, 1)"
2757,4420,"(1, 5)"
2758,4420,"(2, 21)"
2759,4420,"(3, 90)"
2760,4420,"(4, 185)"
2761,4420,"(5, 171)"
2762,4420,"(6, 145)"
2763,4420,"(7, 59)"
2764,4420,"(8, 21)"
2765,4420,"(9, 7)"
2766,4420,"(10, 8)"
2767,4420,"(11, 2)"
2768,4420,"(12, 1)"
2769,4440,"(1, 3)"
2770,4440,"(2, 61)"
2771,4440,"(3, 219)"
2772,4440,"(4, 327)"
2773,4440,"(5, 251)"
2774,4440,"(6, 121)"
2775,4440,"(7, 45)"
2776,4440,"(8, 31)"
2777,4440,"(9, 12)"
2778,4440,"(10, 4)"
2779,4440,"(11, 4)"
2780,4440,"(12, 2)"
2781,4440,"(13, 3)"
2782,4440,"(15, 1)"
2783,4440,"(19, 1)"
2784,4450,"(1, 4)"
2785,4450,"(2, 49)"
2786,4450,"(3, 282)"
2787,4450,"(4, 403)"
2788,4450,"(5, 307)"
2789,4450,"(6, 140)"
2790,4450,"(7, 65)"
2791,4450,"(8, 34)"
2792,4450,"(9, 11)"
2793,4450,"(10, 4)"
2794,4450,"(11, 4)"
2795,4450,"(12, 3)"
2796,4450,"(13, 2)"
2797,4450,"(14, 3)"
2798,4450,"(19, 1)"
2799,4460,"(1, 1)"
2800,4460,"(2, 18)"
2801,4460,"(3, 67)"
2802,4460,"(4, 127)"
2803,4460,"(5, 66)"
2804,4460,"(6, 28)"
2805,4460,"(7, 19)"
2806,4460,"(8, 7)"
2807,4460,"(9, 4)"
2808,4460,"(11, 2)"
2809,4460,"(14, 1)"
2810,4460,"(16, 1)"
2811,4460,"(18, 1)"
2812,4460,"(23, 1)"
2813,4470,"(1, 4)"
2814,4470,"(2, 78)"
2815,4470,"(3, 189)"
2816,4470,"(4, 253)"
2817,4470,"(5, 146)"
2818,4470,"(6, 70)"
2819,4470,"(7, 33)"
2820,4470,"(8, 16)"
2821,4470,"(9, 7)"
2822,4470,"(10, 1)"
2823,4470,"(11, 1)"
2824,4470,"(12, 2)"
2825,4480,"(1, 12)"
2826,4480,"(2, 149)"
2827,4480,"(3, 451)"
2828,4480,"(4, 335)"
2829,4480,"(5, 116)"
2830,4480,"(6, 43)"
2831,4480,"(7, 16)"
2832,4480,"(8, 7)"
2833,4480,"(9, 2)"
2834,4480,"(10, 3)"
2835,4480,"(11, 1)"
2836,4480,"(46, 1)"
2837,4490,"(1, 3)"
2838,4490,"(2, 32)"
2839,4490,"(3, 126)"
2840,4490,"(4, 198)"
2841,4490,"(5, 137)"
2842,4490,"(6, 78)"
2843,4490,"(7, 49)"
2844,4490,"(8, 16)"
2845,4490,"(9, 13)"
2846,4490,"(10, 1)"
2847,4490,"(11, 3)"
2848,4490,"(12, 1)"
2849,4490,"(18, 1)"
2850,4500,"(1, 60)"
2851,4500,"(2, 552)"
2852,4500,"(3, 1962)"
2853,4500,"(4, 2090)"
2854,4500,"(5, 844)"
2855,4500,"(6, 330)"
2856,4500,"(7, 107)"
2857,4500,"(8, 38)"
2858,4500,"(9, 14)"
